<ITERATION>, <INVOKE>, <BEGIN_INTERVAL>, <END_INTERVAL>, <DIFFERENCE>, <X1>, <X2>, <F1>, <F2>
1, 2, 0.0, 0.6180339887498948, 0.3819660112501052, 0.6180339887498948, 0.1819660112501052, 0.4180339887498948
2, 4, 0.0, 0.3819660112501051, 0.2360679774997897, 0.3819660112501051, 0.03606797749978968, 0.1819660112501051
3, 6, 0.14589803375031543, 0.3819660112501051, 0.14589803375031543, 0.23606797749978967, 0.05410196624968458, 0.036067977499789655
4, 8, 0.14589803375031543, 0.29179606750063086, 0.23606797749978967, 0.29179606750063086, 0.036067977499789655, 0.09179606750063085
5, 10, 0.14589803375031543, 0.23606797749978964, 0.20162612375115663, 0.23606797749978964, 0.0016261237511566162, 0.03606797749978963
6, 12, 0.18033988749894844, 0.23606797749978964, 0.18033988749894844, 0.20162612375115663, 0.01966011250105157, 0.0016261237511566162
7, 14, 0.18033988749894844, 0.21478174124758145, 0.20162612375115663, 0.21478174124758145, 0.0016261237511566162, 0.014781741247581442
8, 16, 0.19349550499537327, 0.21478174124758145, 0.19349550499537327, 0.20162612375115663, 0.0065044950046267425, 0.0016261237511566162
9, 18, 0.19349550499537327, 0.2066511224917981, 0.20162612375115663, 0.2066511224917981, 0.0016261237511566162, 0.006651122491798084
10, 20, 0.19349550499537327, 0.2016261237511566, 0.19852050373601476, 0.2016261237511566, 0.0014794962639852471, 0.0016261237511565885
11, 22, 0.19660112501051513, 0.2016261237511566, 0.19660112501051513, 0.19852050373601474, 0.003398874989484879, 0.001479496263985275
12, 24, 0.19852050373601476, 0.2016261237511566, 0.19852050373601476, 0.19970674502565697, 0.0014794962639852471, 0.0002932549743430435
13, 26, 0.19852050373601476, 0.20043988246151437, 0.199706745025657, 0.20043988246151437, 0.00029325497434301573, 0.00043988246151435706
14, 28, 0.19925364117187216, 0.20043988246151437, 0.19925364117187216, 0.19970674502565697, 0.0007463588281278466, 0.0002932549743430435
15, 30, 0.19970674502565697, 0.20043988246151437, 0.19970674502565697, 0.19998677860772957, 0.0002932549743430435, 0.000013221392270446053
